0.14, -0.03, 0.46, 1
0.18, -0.85, -0.92, 1
-0.26, 0.46, 0.79, 0
0.44, 0.18, 0.10, 1
1.00, -0.08, -0.91, 1
0.26, -0.37, -0.40, 1
0.63, 0.99, 0.44, 0
0.80, -0.83, 0.98, 1
0.14, 0.18, 0.18, 1
-0.04, -0.66, -0.98, 1
0.22, -0.99, 0.80, 1
0.29, -0.12, 0.81, 1
0.34, -0.49, -0.33, 1
0.67, -0.51, -0.91, 1
0.80, -0.39, -0.03, 1
-0.67, 0.88, -0.11, 0
-0.33, 0.50, 0.54, 0
-0.70, -0.76, 0.08, 1
0.75, 0.16, -0.23, 1
0.82, 0.21, 0.37, 1
-0.26, 0.63, 0.05, 0
-0.77, -0.04, -0.59, 0
0.19, -0.93, -0.50, 1
-0.66, -0.41, -0.82, 0
0.98, 0.21, 0.90, 1
-0.41, -0.81, -0.08, 1
0.71, -0.86, 0.77, 1
0.89, 0.13, 0.19, 1
-0.36, 0.80, -0.48, 0
-0.14, 0.64, 0.19, 0
0.22, 0.24, 0.92, 1
0.84, 0.55, -0.82, 1
-0.36, -0.50, 0.74, 1
0.83, -0.72, -0.95, 1
-0.00, 0.03, 0.46, 1
0.32, -0.45, 0.59, 1
-0.95, 0.55, 0.31, 0
0.81, 0.82, -0.59, 0
0.95, 0.04, -0.85, 1
0.81, -0.99, 0.49, 1
0.28, -0.87, 0.69, 1
-0.19, 0.86, 0.86, 1
0.94, -0.18, -0.66, 1
-0.53, -0.26, -0.17, 0
0.44, -0.20, 0.59, 1
0.24, -0.03, -1.00, 0
0.42, 0.65, -0.17, 0
0.52, 0.22, -0.94, 0
-0.44, -0.88, -0.53, 1
-0.92, 0.16, -0.34, 0
-0.74, 0.94, -0.15, 0
0.54, 0.41, 0.81, 1
0.22, -0.42, 0.48, 1
-0.88, -0.95, 0.45, 1
0.95, 0.10, 0.65, 1
0.52, -0.30, -0.89, 1
0.43, 0.85, -0.55, 0
-0.90, 0.68, 0.77, 0
-0.22, 0.25, -0.82, 0
-0.02, -0.32, -0.80, 1
-0.97, -0.99, -0.24, 1
-0.48, 0.22, -0.07, 0
0.06, 0.21, 0.58, 1
0.30, -0.37, -0.25, 1
-0.05, -1.00, 0.40, 1
0.67, -0.64, -0.31, 1
-0.22, -0.02, -0.20, 0
-0.71, -0.36, -0.65, 0
0.69, -0.95, 0.28, 1
0.06, 0.32, 0.46, 1
0.85, 0.57, 0.99, 1
-0.23, 0.55, 0.94, 0
-0.51, 0.62, -0.45, 0
0.68, 0.74, 0.22, 0
-0.27, 0.17, -0.09, 0
0.01, 0.18, 0.41, 1
0.54, -0.10, -0.93, 1
-0.03, -0.23, 0.06, 1
-0.27, 0.47, 0.42, 0
-0.29, 0.81, 0.98, 0
-0.04, 0.05, -0.11, 1
0.95, -0.56, 0.34, 1
0.03, 0.48, -0.06, 0
-0.52, 0.70, 0.98, 0
0.39, 0.28, -0.80, 0
-0.76, 0.92, 0.65, 0
0.91, 0.78, 0.67, 1
-0.55, -0.95, -0.27, 1
-0.64, 0.97, 0.26, 0
0.18, -0.04, 0.92, 1
-0.87, 0.72, 0.47, 0
0.52, 0.40, -0.29, 0
-0.53, 0.65, 0.82, 0
-0.23, -0.28, 0.20, 1
-0.77, -0.66, 0.16, 1
0.70, -0.15, -0.09, 1
-0.32, 0.61, -0.72, 0
-0.38, -0.36, 0.41, 1
0.25, 0.39, 0.09, 0
-0.28, 0.83, -0.99, 0
